"MIS_CLASS","MIS_CODE","CODE_DESC","ACTIVE"
"SUBINDCOD","22290","SAIR PLASTIK MEMULATLARIN ISTEHSALI","A"
"SUBINDCOD","23","Kənd təsərrüfatının digər sahələri","A"
"SUBINDCOD","23110","SUSE TEBEQESININ ISTEHSALI","A"
"SUBINDCOD","23120","SUSE TEBEQESININ FORMALASDIRILMASI VE EMALI","A"
"SUBINDCOD","23130","ICIBOS SUSE MEMULATLARININ ISTEHSALI","A"
"SUBINDCOD","23140","SUSE LIFIN ISTEHSALI","A"
"SUBINDCOD","23190","TEXNIKI SUSE MEMULATLARI DAXIL OLMAQLA SAIR SUSE MEMULATLARIN ISTEHSALI VE EMALI","A"
"SUBINDCOD","23200","ODADAVAMLI MEMULATLARIN ISTEHSALI","A"
"SUBINDCOD","23310","SAXSI LOVHECIKLERIN VE LOVHELERIN ISTEHSALI","A"
"SUBINDCOD","23320","KERPIC, KIREMIT VE YANDIRILMIS GILDEN SAIR TIKINTI MEMULATLARININ ISTEHSALI","A"
"SUBINDCOD","23410","TESERRUFAT VE DEKORATIV SAXSI MEMULATLARIN IN ISTEHSALI","A"
"SUBINDCOD","23420","SAXSI SANITAR - TEXNIKI MEMULATLARIN ISTEHSALI","A"
"SUBINDCOD","23430","SAXSI IZOLYATORLARIN VE SAXSI IZOLYASIYA ARMATURUNUN ISTEHSALI","A"
"SUBINDCOD","23440","SAIR TEXNIKI SAXSI MEMULATLARIN ISTEHSALI","A"
"SUBINDCOD","23490","SAIR SAXSI MEMULATLARIN ISTEHSALI","A"
"SUBINDCOD","23510","SEMENT ISTEHSALI","A"
"SUBINDCOD","23520","EHENG VE GIPS ISTEHSALI","A"
"SUBINDCOD","23610","TIKINTIDE ISTIFADE ETMEK UCUN BETONDAN MEMULATLARIN ISTEHSALI","A"
"SUBINDCOD","23620","TIKINTIDE ISTIFADE ETMEK UCUN GIPS MEMULATLARININ ISTEHSALI","A"
"SUBINDCOD","23630","EMTEE BETONUNUN ISTEHSALI (HAZIR BETON QARISIGI)","A"
"SUBINDCOD","23640","QURU BETON QATISIGININ ISTEHSALI","A"
"SUBINDCOD","23650","LIFLI SEMENTDEN (AZBESTSEMENTDEN) MEMULATLARIN ISTEHSALI","A"
"SUBINDCOD","23690","BETON, GIPS VE SEMENTDEN SAIR MEMULATLARIN ISTEHSALI","A"
"SUBINDCOD","23700","DEKORATIV VE TIKINTI DASLARININ KESILMESI, EMALI VE NAXISLANMASI","A"
"SUBINDCOD","23910","ABRAZIV MEMULATLARIN ISTEHSALI","A"
"SUBINDCOD","23990","DIGER QRUPLARA DAXIL EDILMEYEN SAIR QEYRI-METAL MINERAL MEHSULLARIN ISTEHSALI","A"
"SUBINDCOD","24","Yaşayış sahələrin tikintisi","A"
"SUBINDCOD","24100","CUQUN, POLAD VE FERROERINTI ISTEHSALI","A"
"SUBINDCOD","24200","POLADDAN BORU, ICI BOS PROFILLER VE BIRLESDIRICI HISSELERIN ISTEHSALI","A"
"SUBINDCOD","24310","SOYUQ DARTMA","A"
"SUBINDCOD","24320","ENSIZ ZOLAQLARIN VE LENTLERIN SOYUQ YAYILMASI","A"
"SUBINDCOD","24330","MEHSULLARIN SOYUQ SEKILDE STAMPLANMASI VE EYILMESI","A"
"SUBINDCOD","24340","MEFTIL ISTEHSALI","A"
"SUBINDCOD","24410","NECIB (QIYMETLI) METALLARIN ISTEHSALI","A"
"SUBINDCOD","24420","ALUMINIUM ISTEHSALI","A"
"SUBINDCOD","24430","QURGUSUN, SINK VE QALAY ISTEHSALI","A"
"SUBINDCOD","24440","MIS ISTEHSALI","A"
"SUBINDCOD","24450","SAIR ELVAN METALLARIN ISTEHSALI","A"
"SUBINDCOD","24460","NUVE YANACAGININ EMALI","A"
"SUBINDCOD","24510","CUQUN TOKME","A"
"SUBINDCOD","24520","POLAD TOKME","A"
"SUBINDCOD","24530","YUNGUL METALLARIN TOKULMESI","A"
"SUBINDCOD","24540","SAIR ELVAN METALLARIN TOKULMESI","A"
"SUBINDCOD","25","Qeyri-yaşayış sahələrin tikintisi","A"
"SUBINDCOD","25110","METALDAN TIKINTI KONSTRUKSIYALARI VE ONLARIN HISSELERININ ISTEHSALI","A"
"SUBINDCOD","25120","METAL QAPI VE PENCERELERIN ISTEHSALI","A"
"SUBINDCOD","25210","MERKEZI ISTILIK RADIATORLARININ VE QAZANLARININ ISTEHSALI","A"
"SUBINDCOD","25290","METALDAN SAIR SISTERNLERIN, CENLERIN VE KONTEYNERLERIN ISTEHSALI","A"
"SUBINDCOD","25300","MERKEZI ISTILIK QAZANLARINDAN BASQA BUXAR QAZANLARININ ISTEHSALI","A"
"SUBINDCOD","25400","SILAH VE HERBI SURSAT ISTEHSALI","A"
"SUBINDCOD","25500","METALIN DOYULMESI, PRESLENMESI, STAMPLANMASI VE PROFILLENMESI, TOZ METALLURGIYASI","A"
"SUBINDCOD","25610","METALLARIN EMALI VE METALLARA ORTUK CEKILMESI","A"
"SUBINDCOD","25620","MASINQAYIRMANIN ESAS TEXNOLOJI PROSESLERI","A"
"SUBINDCOD","25710","BICAQ MEMULATLARININ ISTEHSALI","A"
"SUBINDCOD","25720","QIFIL VE HENCAMA ISTEHSALI","A"
"SUBINDCOD","25730","ALETLERIN ISTEHSALI","A"
"SUBINDCOD","25910","METAL CELLEKLERIN VE BUNA BENZER TUTUMLULARIN ISTEHSALI","A"
"SUBINDCOD","25920","YUNGUL METALLARDAN QABLASDIRMA MATERIALLARININ ISTEHSALI","A"
"SUBINDCOD","25930","MEFTIL MEMULATLARININ ISTEHSALI","A"
"SUBINDCOD","25940","BERKIDICI MEMULATLARIN, ZENCIRLERIN VE YAYLARIN ISTEHSALI","A"
"SUBINDCOD","25990","SAIR HAZIR METAL MEMULATLARININ ISTEHSALI","A"
"SUBINDCOD","26","Yol, körpü tikintisi","A"
"SUBINDCOD","26110","ELEKTRON DETALLARININ ISTEHSALI","A"
"SUBINDCOD","26120","ELEKTRON PLATALARININ ISTEHSALI","A"
"SUBINDCOD","26200","KOMPUTERLERIN VE PERIFERIYA QURGULARININ ISTEHSALI","A"
"SUBINDCOD","26301","ELEKTRO VE RADIOELEMENTLERIN ISTEHSALI","A"
"SUBINDCOD","26302","OTURUCU CIHAZLARIN ISTEHSALI","A"
"SUBINDCOD","26303","SESI VE TESVIRI QEBUL ETMEK, YAZMAQ VE GOSTERMEK UCUN CIHAZLARIN ISTEHSALI","A"
"SUBINDCOD","26304","EMELIY.AXTARI FEALIY.HEY KEC MUVEK EDILMEMIS HUQ/ FIZ  TER Q-LEQAL INFO.ALINM.UC TEXN.VASITE.ISLEN.ISTEH","A"
"SUBINDCOD","26400","MEISET ELEKTRON AVADANLIQLARININ ISTEHSALI","A"
"SUBINDCOD","26510","NEZARET-OLCU CIHAZLARININ ISTEHSALI","A"
"SUBINDCOD","26520","BUTUN NOVLERDEN OLAN SAATLARIN ISTEHSALI","A"
"SUBINDCOD","26600","SUALANDIRMA, ELEKTRIK TIBB VE ELEKTROTERAPIYA AVADANLIQLARI","A"
"SUBINDCOD","26700","OPTIK CIHAZLARIN VE FOTOAVADANLIQLARIN ISTEHSALI","A"
"SUBINDCOD","26800","MAQNIT VE OPTIK DASIYICILARIN ISTEHSALI","A"
"SUBINDCOD","27","Digər tikinti sahələri","A"
"SUBINDCOD","27111","ELEKTRIK MUHERRIKLERININ, GENERATORLARININ VE TRANSFORMATORLARIN ISTEHSALI","A"
"SUBINDCOD","27112","ELEKTRIK MUHERRIKLERININ, GENERATORLARININ VE TRANSFORMATORLARININ TEMIRI","A"
"SUBINDCOD","27120","ELEKTRIK PAYLAYICI VE TENZIMLEYICI CIHAZLARININ ISTEHSALI","A"
"SUBINDCOD","27200","BATAREYALARIN VE AKKUMULYATORLARIN ISTEHSALI","A"
"SUBINDCOD","27310","OPTIK LIFLERDEN KABEL ISTEHSALI","A"
"SUBINDCOD","27320","DIGER ELEKTRON VE ELEKTRIK NAQILLERININ VE KABELLERIN ISTEHSALI","A"
"SUBINDCOD","27330","ELEKTRIK SEBEKELERI UCUN CIHAZLARIN ISTEHSALI","A"
"SUBINDCOD","27400","ELEKTRIK LAMPALARI VE ISIQLANDIRICI AVADANLIQLARIN ISTEHSALI","A"
"SUBINDCOD","27511","ELEKTRIK MEISET CIHAZLARININ ISTEHSALI","A"
"SUBINDCOD","27512","ELEKTRIK QIZDIRICI MEISET CIHAZLARININ ISTEHSALI","A"
"SUBINDCOD","27520","QEYRI-ELEKTRIK MEISET CIHAZLARININ ISTEHSALI","A"
"SUBINDCOD","27900","SAIR ELEKTRIK AVADANLIQLARININ ISTEHSALI","A"
"SUBINDCOD","28","Quru yol nəqliyyatlarının fəaliyyəti","A"
"SUBINDCOD","28110","TEYYARE, AVTOMOBIL VE MOTOSIKLET MUHERRIKLERINDEN BASQA, MUHERRIKLERIN VE TURBINLERIN ISTEHSALI","A"
"SUBINDCOD","28120","HIDRAVLIK VE PNEVMATIK SISTEMLERIN ISTEHSALI","A"
"SUBINDCOD","28130","NASOS VE KOMPRESSORLARIN ISTEHSALI","A"
"SUBINDCOD","28140","KRAN VE KLAPANLARIN ISTEHSALI","A"
"SUBINDCOD","28150","OTURUCULERIN VE MEXANIKI OTURUCU ELEMENTLERIN, DISLI OTURUCULERIN VE YASTIQLARIN ISTEHSALI","A"
"SUBINDCOD","28210","SOBALAR VE SOBA ODLUQLARININ ISTEHSALI","A"
"SUBINDCOD","28220","QALDIRICI NEQLIYYAT AVADANLIGININ ISTEHSALI","A"
"SUBINDCOD","28230","KOMPUTER VE PEREFERIYA AVADANLIQLARINDAN BASQA OFIS AVADANLIQLARININ ISTEHSALI","A"
"SUBINDCOD","28240","MEXANIKI OTURUCULU CIHAZLARIN ISTEHSALI","A"
"SUBINDCOD","28250","QEYRI-MEISET SOYUDUCULARI VE VENTILYASIYA AVADANLIQLARININ ISTEHSALI","A"
"SUBINDCOD","28290","DIGER QRUPLARA DAXIL EDILMEYEN UMUMI TEYINATLI SAIR MASIN VE AVADANLIQLARIN ISTEHSALI","A"
"SUBINDCOD","28301","KEND VE MESE TESERRUFATI TRAKTORLARININ VE ONLARA HISSELERIN ISTEHSALI","A"
"SUBINDCOD","28302","KEND TESERRUFATI VE MESE TESERRUFATI TRAKTORLARININ TEMIRI DEZGAHLARIN ISTEHSALI","A"
"SUBINDCOD","28410","METALKESICI AVADANLIQLARIN ISTEHSALI - 3 sav","A"
"SUBINDCOD","28490","SAIR DEZGAHLARIN ISTEHSALI","A"
"SUBINDCOD","28911","METALLURGIYA UCUN MASIN VE AVADANLIQLARIN ISTEHSALI","A"
"SUBINDCOD","28912","METALLURGIYA UCUN MASIN VE AVADANLIQLARIN TEMIRI","A"
"SUBINDCOD","28920","DAG-MEDEN CIXARMA, NEFTCIXARMA SENAYESI, KARXANA ISLERI VE TIKINTI UCUN MASIN VE AVADANLIQLARIN ISTEHSAL","A"
"SUBINDCOD","28930","ICKI VE TUTUN MEMULATLARI,QIDA MEHSULLARININ HAZIRLANMASI UCUN MASIN VE AVADANLIQ ISTEHSALI","A"
"SUBINDCOD","28940","TOXUCULUQ, TIKIS, XEZ VE DERI MEMULATLARININ HAZIRLANMASI UCUN MASIN VE AVADANLIQLARIN ISTEHSALI","A"
"SUBINDCOD","28950","KAGIZ VE KARTONUN HAZIRLANMASI UCUN MASIN VE AVADANLIQLARIN ISTEHSALI","A"
"SUBINDCOD","28960","PLASTIK KUTLE VE REZININ EMALI UCUN MASIN VE AVADANLIQLARIN ISTEHSALI","A"
"SUBINDCOD","28991","DIGER QRUPLARA DAXIL EDILMEYEN XUSUSI TEYINATLI SAIR MASIN VE AVADANLIQLARIN ISTEHSALI","A"
"SUBINDCOD","28992","YANGINSONDURME LEVAZIMATININ, ILKIN YANGINSONDURME VASITL. TEMIRI VE ONLARA XIDMET,KEYFIYYETININ BERPASI","A"
"SUBINDCOD","29","Su nəqliyyatlarının fəaliyyəti","A"
"SUBINDCOD","29101","AVTOMOBILLERIN ISTEHSALI","A"
"SUBINDCOD","29102","YANGINSONDURME TEXNIKASI MEHSULUNUN ISTEHSALI VE ALINMASI, SINAQLARIN KECIRILMESI","A"
"SUBINDCOD","29103","AVTOMOBIL MUHERRIKLERININ ISTEHSALI","A"
"SUBINDCOD","29200","AVTOMOBILLER UCUN GOVDELERIN (KUZOVLARIN) ISTEHSALI, QOSQU VE YARIMQOSQULARIN ISTEHSALI","A"
"SUBINDCOD","29310","AVTOMOBILLER UCUN ELEKTRON VE ELEKTRIK AVADANLIQLARININ ISTEHSALI","A"
"SUBINDCOD","29320","AVTOMOBILLER UCUN DIGER HISSELERIN VE LEVAZIMATLARIN ISTEHSALI","A"
"SUBINDCOD","30","Hava nəqliyyatı fəaliyyəti","A"
"SUBINDCOD","30110","GEMILERIN VE UZEN QURGULARIN QAYIRILMASI","A"
"SUBINDCOD","30120","TURIST- IDMAN GEMILERININ QAYIRILMASI","A"
"SUBINDCOD","30200","DEMIR YOLU NEQLIYYATI VASITELERININ ISTEHSALI","A"
"SUBINDCOD","30300","KOSMIK APARATLAR DA DAXIL OLMAQLA UCAN APARATLARIN ISTEHSALI","A"
"SUBINDCOD","30400","HERBI AVTOMOBILLERIN ISTEHSALI","A"
"SUBINDCOD","30910","MOTOSIKLETLERIN ISTEHSALI","A"
"SUBINDCOD","30920","VELOSIPEDLERIN VE ELIL ARABALARININ, ONLARA HISSELERIN ISTEHSALI","A"
"SUBINDCOD","30990","DIGER QRUPLARA DAXIL EDILMEYEN SAIR NEQLIYYAT VASITELERI VE AVADANLIQLARININ ISTEHSALI","A"
"SUBINDCOD","31","Köməkçi və əlavə nəqliyyat fəaliyyəti","A"
"SUBINDCOD","31010","OFIS VE TICARET MUESSISELERI UCUN MEBELLERIN ISTEHSALI","A"
"SUBINDCOD","31020","METBEX MEBELLERININ ISTEHSALI","A"
"SUBINDCOD","31030","DOSEKLERIN ISTEHSALI","A"
"SUBINDCOD","31090","SAIR MEBELLERIN ISTEHSALI","A"
"SUBINDCOD","32","Nəqliyyat fəaliyyətinin digər sahələri","A"
"SUBINDCOD","32110","SIKKELERIN VE MEDALLARIN KESILMESI","A"
"SUBINDCOD","32120","ZERGERLIK MEMULATLARININ ISTEHSALI","A"
"SUBINDCOD","32130","AZQIYMETLI MATERIALLARDAN ZERGERLIK MEMULATININ ISTEHSALI (SUNI DAS-QASLARIN) ISTEHSALI","A"
"SUBINDCOD","32200","MUSIQI ALETLERININ ISTEHSALI","A"
"SUBINDCOD","32300","IDMAN MALLARININ ISTEHSALI","A"
"SUBINDCOD","32400","OYUN VE OYUNCAQLARIN ISTEHSALI","A"
"SUBINDCOD","32500","TIBBI VE STOMOTOLOGIYA PRAKTIKASINDA TETBIQ OLUNAN ALETLERIN ISTEHSALI","A"
"SUBINDCOD","32910","SUPURGE VE SOTKA ISTEHSALI","A"
"SUBINDCOD","32990","DIGER QRUPLARA DAXIL EDILMEYEN SAIR MEHSULLARIN ISTEHSALI","A"
"SUBINDCOD","33","İnformasiya və Rabitə","A"
"SUBINDCOD","33110","HAZIR METAL MEMULATLARININ TEMIRI","A"
"SUBINDCOD","33120","MASIN VE AVADANLIQLARIN TEMIRI","A"
"SUBINDCOD","33130","ELEKTRON VE OPTIK AVADANLIQLARIN TEMIRI","A"
"SUBINDCOD","33140","ELEKTRIK AVADANLIQLARININ TEMIRI","A"
"SUBINDCOD","33150","GEMILERIN TEMIRI VE ONLARA TEXNIKI XIDMET","A"
"SUBINDCOD","33160","KOSMIK APARATLAR DA DAXIL OLMAQLA UCUS APARATLARININ TEMIRI VE ONLARA TEXNIKI XIDMET","A"
"SUBINDCOD","33170","DIGER NEQLIYYAT VASITELERININ TEMIRI VE ONLARA TEXNIKI XIDMET","A"
"SUBINDCOD","33190","DIGER AVADANLIQLARIN TEMIRI","A"
"SUBINDCOD","33200","SENAYE MASIN VE AVADANLIQLARININ QURASDIRILMASI","A"
"SUBINDCOD","34","Tikinti materialları və santexnika malları üzrə ixtisaslaşan  ","A"
"SUBINDCOD","35","Avtomobil ticarəti üzrə ixtisaslaşan","A"
"SUBINDCOD","35110","ELEKTRIK ENERJISININ ISTEHSALI","A"
"SUBINDCOD","35120","ELEKTRIK ENERJISININ OTURULMESI","A"
"SUBINDCOD","35130","ELEKTRIK ENERJISININ BOLUSDURULMESI","A"
"SUBINDCOD","35140","ELEKTRIK ENERJISININ SATISI","A"
"SUBINDCOD","35210","QAZIN ISTEHSALI","A"
"SUBINDCOD","35220","QAZABENZER YANACAGIN QAZ TECHIZATI SEBEKELERI VASITESILE BOLUSDURULMESI","A"
"SUBINDCOD","35231","QAZABENZER YANACAGIN QAZ TECHIZATI SEBEKELERI VASITESILE SATISI","A"
"SUBINDCOD","35232","QAZ MEHSULLARININ SATISI","A"
"SUBINDCOD","35300","BUXAR VE KONDISIYALANMIS HAVA ILE TECHIZAT","A"
"SUBINDCOD","36","Elektrotexnika və məişət texnikası üzrə ixtisaslaşan","A"
"SUBINDCOD","36000","SUYUN YIGILMASI, TEMIZLENMESI VE PAYLANMASI .","A"
"SUBINDCOD","37","Yeyinti, geyim və gündəlik məişət malları üzrə ixtisaslaşan","A"
"SUBINDCOD","37000","CIRKLI SULARIN YIGILMASI VE EMALI","A"
"SUBINDCOD","38","Ticarət müəssisələrinə verilən digər kreditlər","A"
"SUBINDCOD","38110","TEHLUKESIZ TULLANTILARIN YIGILMASI","A"
"SUBINDCOD","38120","TEHLUKELI TULLANTILARIN YIGILMASI","A"
"SUBINDCOD","38210","TEHLUKESIZ TULLANTILARIN EMALI VE LEGV EDILMESI","A"
"SUBINDCOD","38220","TEHLUKELI TULLANTILARIN EMALI VE LEGV EDILMESI","A"
"SUBINDCOD","38310","SINIQ ESYALARIN SOKULMESI","A"
"SUBINDCOD","38320","CESIDLESDIRILMIS MATERIALLARDAN BASQA MEQSEDLE ISTIFADE EDILMESI (TEKRAR XAMMALIN ALINMASI)","A"
"SUBINDCOD","39","Digər qeyri-istehsal və xidmət sahələri ","A"
"SUBINDCOD","39001","DIGER TULLANTILARIN YIGILMASI VE MEHV EDILMESI","A"
"SUBINDCOD","39002","SANITAR, DERMAN VE OXSAR XIDMETLER","A"
"SUBINDCOD","39003","RADIOAKTIV VE IONIZE SUALARI VEREN MADDELERIN TULLANTILARININ SAXLANMASI VE BASDIRILMASI","A"
"SUBINDCOD","39004","TOKSIKI ISTEHSALAT TULLANTILARININ UTILIZASIYASI VE ZERERSIZLESDIRILMESI","A"
"SUBINDCOD","39005","ELVAN METAL,TERKIBINDE QIYMETLI METAL, DASL. OLAN SENAYE VE ISTEHSALAT TULLANTI.TEDARUKU, EMALI VE SATIS","A"
"SUBINDCOD","40","Mərkəzi və bələdiyyə idarəetmə orqanlarına","A"
"SUBINDCOD","41","İctimai təşkilatlara","A"
"SUBINDCOD","41100","TECRUBE-TIKINTI ISLERI","A"
"SUBINDCOD","41200","YASAYIS VE QEYRI-YASAYIS BINALARININ TIKINTISI","A"
"SUBINDCOD","41202","MENZIL TIKINTISI","A"
"SUBINDCOD","42","Mulku teyinatli insaat isleri","A"
"SUBINDCOD","42110","AVTOMOBIL YOLLARI, YOLLAR VE KUCELERIN SALINMASI","A"
"SUBINDCOD","42120","DEMIR YOLLARI VE YERALTI DEMIR YOLLARININ TIKINTISI","A"
"SUBINDCOD","42131","KORPU VE TUNELLERIN TIKINTISI","A"
"SUBINDCOD","42132","MAYE VE TEBII QAZ TESERRUFATI OBYEKTLERININ QURASDIRILMASI VE ISTISMARI","A"
"SUBINDCOD","42133","ENERGETIKA OBYEKTLERININ, AVADANLIQLARIN VE QURGULARIN QURASDIRILMASI, SAZLANMASI VE TEMIRI","A"
"SUBINDCOD","42134","YANGINDAN MUHAFIZE BINALARININ, QURGULARININ, OTAQLARININ TIKILMESI, YENIDEN QURULMASI VE TEMIRI","A"
"SUBINDCOD","42210","BORU KEMERLERININ TIKINTISI","A"
"SUBINDCOD","42220","RABITE VE ELEKTRIK XETLERININ CEKILMESI","A"
"SUBINDCOD","42910","SU QURGULARININ TIKINTISI","A"
"SUBINDCOD","42990","DIGER MULKU TIKINTILER","A"
"SUBINDCOD","43","ixtisaslasdirilmis tikinti isleri","A"
"SUBINDCOD","43111","BINALARIN SOKULMESI","A"
"SUBINDCOD","43112","DAG-MEDEN ISLERI, DAG VE BURUQ QAZMALARININ APARILMASI","A"
"SUBINDCOD","43120","TIKINTI SAHESININ HAZIRLANMASI","A"
"SUBINDCOD","43130","KESFIYYAT QAZINTISI","A"
"SUBINDCOD","43211","ELEKTRIK QURASDIRMA ISLERI","A"
"SUBINDCOD","43212","LIFT VE ESKALATORLARIN QURASDIRILMASI","A"
"SUBINDCOD","43213","YANGINDAN MUHAFIZE SISTEMLERININ VE VASITELERININ QURASDIRILMASI, TEXNIKI XIDMETI VE TEMIRI","A"
"SUBINDCOD","43221","SANITAR-TEXNIKI ISLERI, ISTILIK VE HAVANIN KONDISIYALANDIRILMASI SISTEMLERININ QURASDIRILMASI","A"
"SUBINDCOD","43222","AVTOMATIK YANGINSONDURME SISTEMLERI","A"
"SUBINDCOD","43290","SAIR MUHENDIS AVADANLIQLARININ QURASDIRILMASI","A"
"SUBINDCOD","43310","SUVAQ ISLERI","A"
"SUBINDCOD","43320","XARRATLIQ VE DULGERLIK ISLERI","A"
"SUBINDCOD","43330","DOSEME ORTUYUNUN QURULMASI VE DIVARA ORTUYUN CEKILMESI","A"
"SUBINDCOD","43340","RENGLEME VE SUSE SALMA ISLERI","A"
"SUBINDCOD","43390","SAIR BEZEK VE TAMAMLAYICI TIKINTI ISLERI","A"
"SUBINDCOD","43910","BINA VE TIKILILERIN ORTUKLERININ QURASDIRILMASI","A"
"SUBINDCOD","43990","DIGER QRUPLARA DAXIL EDILMEYEN IXTISASLASDIRILMIS TIKINTI ISLERI","A"
"SUBINDCOD","45","Topdan ve perakende ticaret; avtomobillerin ve motosikletlerin temiri","A"
"SUBINDCOD","45111","AVTOMOBILLERIN VE MINIK AVTOMOBIL VASITELERININ TOPDAN SATISI","A"
"SUBINDCOD","45112","AVTOMOBILLERIN VE MINIK AVTOMOBIL VASITELERININ PERAKENDE SATISI","A"
"SUBINDCOD","45190","SAIR AVTOMOBIL VASITELERININ SATISI","A"
"SUBINDCOD","45200","AVTOMOBILLERE TEXNIKI XIDMET GOSTERILMESI VE ONLARIN TEMIRI","A"
"SUBINDCOD","45310","AVTOMOBILLER UCUN HISSELERIN, QOVSAQLARIN VE LEVAZIMATLARIN TOPDAN SATISI","A"
